id,experiment_run_id,request_id,trace_id,endpoint,latency_ms,status_code,grpc_status,response_category,fallback_active,fallback_reason,degraded_services,error_type,created_at,scenario,condition,run_number,vision_status,ocr_status,asr_status,available_modalities,invalid_reason
51802,171,req-C2-treatment-run1-1-0-1782681417274-k7mneg4i,req-C2-treatment-run1-1-0-1782681417274-k7mneg4i,/api/v1/infer,5164.0,200,,full,False,,,,2026-06-28 21:17:02.456299+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51803,171,req-C2-treatment-run1-1-1-1782681423460-voe4i0i0,req-C2-treatment-run1-1-1-1782681423460-voe4i0i0,/api/v1/infer,5494.0,200,,full,False,,,,2026-06-28 21:17:08.960738+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51804,171,req-C2-treatment-run1-1-2-1782681429964-phxj2oa8,req-C2-treatment-run1-1-2-1782681429964-phxj2oa8,/api/v1/infer,5286.0,200,,full,False,,,,2026-06-28 21:17:15.255511+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51805,171,req-C2-treatment-run1-1-3-1782681436258-9gokn9q2,req-C2-treatment-run1-1-3-1782681436258-9gokn9q2,/api/v1/infer,5189.0,200,,full,False,,,,2026-06-28 21:17:21.452064+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51806,171,req-C2-treatment-run1-1-4-1782681442455-yugtsj0t,req-C2-treatment-run1-1-4-1782681442455-yugtsj0t,/api/v1/infer,5203.0,200,,full,False,,,,2026-06-28 21:17:27.663721+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51807,171,req-C2-treatment-run1-2-0-1782681447275-zhqt7rfs,req-C2-treatment-run1-2-0-1782681447275-zhqt7rfs,/api/v1/infer,5487.0,200,,full,False,,,,2026-06-28 21:17:32.773733+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51808,171,req-C2-treatment-run1-1-5-1782681448667-o2h02h8h,req-C2-treatment-run1-1-5-1782681448667-o2h02h8h,/api/v1/infer,9282.0,200,,full,False,,,,2026-06-28 21:17:37.958053+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51809,171,req-C2-treatment-run1-2-1-1782681453777-okceks1h,req-C2-treatment-run1-2-1-1782681453777-okceks1h,/api/v1/infer,9481.0,200,,full,False,,,,2026-06-28 21:17:43.266693+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51810,171,req-C2-treatment-run1-1-6-1782681458961-v1cc9zgi,req-C2-treatment-run1-1-6-1782681458961-v1cc9zgi,/api/v1/infer,9586.0,200,,full,False,,,,2026-06-28 21:17:48.553834+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51811,171,req-C2-treatment-run1-2-2-1782681464269-pv13vptj,req-C2-treatment-run1-2-2-1782681464269-pv13vptj,/api/v1/infer,9480.0,200,,full,False,,,,2026-06-28 21:17:53.755299+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51812,171,req-C2-treatment-run1-1-7-1782681469557-9nts8126,req-C2-treatment-run1-1-7-1782681469557-9nts8126,/api/v1/infer,9301.0,200,,full,False,,,,2026-06-28 21:17:58.865448+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51813,171,req-C2-treatment-run1-2-3-1782681474758-sxwmcfs9,req-C2-treatment-run1-2-3-1782681474758-sxwmcfs9,/api/v1/infer,9288.0,200,,full,False,,,,2026-06-28 21:18:04.055399+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51814,171,req-C2-treatment-run1-3-0-1782681477274-1x2deugg,req-C2-treatment-run1-3-0-1782681477274-1x2deugg,/api/v1/infer,11975.0,200,,full,False,,,,2026-06-28 21:18:09.256656+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51815,171,req-C2-treatment-run1-1-8-1782681479868-7p9bb99b,req-C2-treatment-run1-1-8-1782681479868-7p9bb99b,/api/v1/infer,14781.0,200,,full,False,,,,2026-06-28 21:18:14.655053+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51816,171,req-C2-treatment-run1-2-4-1782681485059-wbxxn71w,req-C2-treatment-run1-2-4-1782681485059-wbxxn71w,/api/v1/infer,14792.0,200,,full,False,,,,2026-06-28 21:18:19.860525+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51817,171,req-C2-treatment-run1-3-1-1782681490260-48cjdv7g,req-C2-treatment-run1-3-1-1782681490260-48cjdv7g,/api/v1/infer,14799.0,200,,full,False,,,,2026-06-28 21:18:25.066605+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51818,171,req-C2-treatment-run1-1-9-1782681495659-dtp79da0,req-C2-treatment-run1-1-9-1782681495659-dtp79da0,/api/v1/infer,14586.0,200,,full,False,,,,2026-06-28 21:18:30.254496+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51819,171,req-C2-treatment-run1-2-5-1782681500864-yvk2dniu,req-C2-treatment-run1-2-5-1782681500864-yvk2dniu,/api/v1/infer,14583.0,200,,full,False,,,,2026-06-28 21:18:35.454655+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51820,171,req-C2-treatment-run1-3-2-1782681506071-i1vhw2ym,req-C2-treatment-run1-3-2-1782681506071-i1vhw2ym,/api/v1/infer,14779.0,200,,full,False,,,,2026-06-28 21:18:40.855349+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51821,171,req-C2-treatment-run1-4-0-1782681507274-3t467a83,req-C2-treatment-run1-4-0-1782681507274-3t467a83,/api/v1/infer,18773.0,200,,full,False,,,,2026-06-28 21:18:46.054413+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51822,171,req-C2-treatment-run1-1-10-1782681511257-vhvyokq5,req-C2-treatment-run1-1-10-1782681511257-vhvyokq5,/api/v1/infer,19989.0,200,,full,False,,,,2026-06-28 21:18:51.254501+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51823,171,req-C2-treatment-run1-2-6-1782681516457-btltpxoe,req-C2-treatment-run1-2-6-1782681516457-btltpxoe,/api/v1/infer,19992.0,200,,full,False,,,,2026-06-28 21:18:56.459522+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51824,171,req-C2-treatment-run1-3-3-1782681521859-ynkitk8b,req-C2-treatment-run1-3-3-1782681521859-ynkitk8b,/api/v1/infer,19701.0,200,,full,False,,,,2026-06-28 21:19:01.566386+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51825,171,req-C2-treatment-run1-4-1-1782681527057-wadtz3n9,req-C2-treatment-run1-4-1-1782681527057-wadtz3n9,/api/v1/infer,19690.0,200,,full,False,,,,2026-06-28 21:19:06.754613+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51826,171,req-C2-treatment-run1-1-11-1782681532257-gg1bolev,req-C2-treatment-run1-1-11-1782681532257-gg1bolev,/api/v1/infer,19894.0,200,,full,False,,,,2026-06-28 21:19:12.159618+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51827,171,req-C2-treatment-run1-5-0-1782681537274-dqi87bnw,req-C2-treatment-run1-5-0-1782681537274-dqi87bnw,/api/v1/infer,20072.0,200,,full,False,,,,2026-06-28 21:19:17.353806+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51828,171,req-C2-treatment-run1-2-7-1782681537461-45aacuw7,req-C2-treatment-run1-2-7-1782681537461-45aacuw7,/api/v1/infer,25092.0,200,,full,False,,,,2026-06-28 21:19:22.565545+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51829,171,req-C2-treatment-run1-3-4-1782681542569-eu3xijts,req-C2-treatment-run1-3-4-1782681542569-eu3xijts,/api/v1/infer,25195.0,200,,full,False,,,,2026-06-28 21:19:27.773152+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51830,171,req-C2-treatment-run1-4-2-1782681547757-0ygqdx13,req-C2-treatment-run1-4-2-1782681547757-0ygqdx13,/api/v1/infer,25205.0,200,,full,False,,,,2026-06-28 21:19:32.972567+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51831,171,req-C2-treatment-run1-1-12-1782681553162-0zejmttp,req-C2-treatment-run1-1-12-1782681553162-0zejmttp,/api/v1/infer,25088.0,200,,full,False,,,,2026-06-28 21:19:38.257497+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51832,171,req-C2-treatment-run1-5-1-1782681558357-rjuc2pys,req-C2-treatment-run1-5-1-1782681558357-rjuc2pys,/api/v1/infer,25289.0,200,,full,False,,,,2026-06-28 21:19:43.655138+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51833,171,req-C2-treatment-run1-2-8-1782681563568-wrn83ple,req-C2-treatment-run1-2-8-1782681563568-wrn83ple,/api/v1/infer,25279.0,200,,full,False,,,,2026-06-28 21:19:48.853794+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51834,171,req-C2-treatment-run1-3-5-1782681568775-2o0oj2w2,req-C2-treatment-run1-3-5-1782681568775-2o0oj2w2,/api/v1/infer,25185.0,200,,full,False,,,,2026-06-28 21:19:53.966494+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51835,171,req-C2-treatment-run1-4-3-1782681573975-655lq1pq,req-C2-treatment-run1-4-3-1782681573975-655lq1pq,/api/v1/infer,25186.0,200,,full,False,,,,2026-06-28 21:19:59.166434+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51836,171,req-C2-treatment-run1-1-13-1782681579261-fs9ejlud,req-C2-treatment-run1-1-13-1782681579261-fs9ejlud,/api/v1/infer,25084.0,200,,full,False,,,,2026-06-28 21:20:04.355105+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51837,171,req-C2-treatment-run1-5-2-1782681584659-mrr7lshm,req-C2-treatment-run1-5-2-1782681584659-mrr7lshm,/api/v1/infer,24803.0,200,,full,False,,,,2026-06-28 21:20:09.471218+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51838,171,req-C2-treatment-run1-2-9-1782681589857-aci42gmv,req-C2-treatment-run1-2-9-1782681589857-aci42gmv,/api/v1/infer,24989.0,200,,full,False,,,,2026-06-28 21:20:14.856349+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51839,171,req-C2-treatment-run1-3-6-1782681594969-u20962qj,req-C2-treatment-run1-3-6-1782681594969-u20962qj,/api/v1/infer,24988.0,200,,full,False,,,,2026-06-28 21:20:19.963374+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51840,171,req-C2-treatment-run1-4-4-1782681600169-8t5tuivs,req-C2-treatment-run1-4-4-1782681600169-8t5tuivs,/api/v1/infer,24990.0,200,,full,False,,,,2026-06-28 21:20:25.165362+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51841,171,req-C2-treatment-run1-1-14-1782681605357-v3sdmesh,req-C2-treatment-run1-1-14-1782681605357-v3sdmesh,/api/v1/infer,24999.0,200,,full,False,,,,2026-06-28 21:20:30.364892+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51842,171,req-C2-treatment-run1-5-3-1782681610474-k5l5odma,req-C2-treatment-run1-5-3-1782681610474-k5l5odma,/api/v1/infer,25080.0,200,,full,False,,,,2026-06-28 21:20:35.558530+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51843,171,req-C2-treatment-run1-2-10-1782681615859-k5sbrol6,req-C2-treatment-run1-2-10-1782681615859-k5sbrol6,/api/v1/infer,24900.0,200,,full,False,,,,2026-06-28 21:20:40.771320+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51844,171,req-C2-treatment-run1-3-7-1782681620966-jwsdnyru,req-C2-treatment-run1-3-7-1782681620966-jwsdnyru,/api/v1/infer,25187.0,200,,full,False,,,,2026-06-28 21:20:46.159595+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51845,171,req-C2-treatment-run1-4-5-1782681626167-hsweaonj,req-C2-treatment-run1-4-5-1782681626167-hsweaonj,/api/v1/infer,25183.0,200,,full,False,,,,2026-06-28 21:20:51.358597+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
51846,171,req-C2-treatment-run1-1-15-1782681631368-05k58sv0,req-C2-treatment-run1-1-15-1782681631368-05k58sv0,/api/v1/infer,25185.0,200,,full,False,,,,2026-06-28 21:20:56.565158+00:00,C2,treatment,1,success,success,success,"vision,ocr,asr",
