id,experiment_run_id,request_id,trace_id,endpoint,latency_ms,status_code,grpc_status,response_category,fallback_active,fallback_reason,degraded_services,error_type,created_at,scenario,condition,run_number,vision_status,ocr_status,asr_status,available_modalities,invalid_reason
8438,71,req-A3-treatment-run1-1-0-1782564916624-qncwt8o1,req-A3-treatment-run1-1-0-1782564916624-qncwt8o1,/api/v1/infer,5277.0,200,,full,False,,,,2026-06-27 12:55:21.916465+00:00,A3,treatment,1,success,success,success,"vision,ocr,asr",
8439,71,req-A3-treatment-run1-1-1-1782564922921-elzqlm58,req-A3-treatment-run1-1-1-1782564922921-elzqlm58,/api/v1/infer,5187.0,200,,full,False,,,,2026-06-27 12:55:28.114825+00:00,A3,treatment,1,success,success,success,"vision,ocr,asr",
8440,71,req-A3-treatment-run1-1-2-1782564929118-2ogvy1n5,req-A3-treatment-run1-1-2-1782564929118-2ogvy1n5,/api/v1/infer,5196.0,200,,full,False,,,,2026-06-27 12:55:34.319055+00:00,A3,treatment,1,success,success,success,"vision,ocr,asr",
8441,71,req-A3-treatment-run1-1-3-1782564935322-kcuz0u5p,req-A3-treatment-run1-1-3-1782564935322-kcuz0u5p,/api/v1/infer,5197.0,200,,full,False,,,,2026-06-27 12:55:40.524559+00:00,A3,treatment,1,success,success,success,"vision,ocr,asr",
8442,71,req-A3-treatment-run1-1-4-1782564941528-1gbrd2mv,req-A3-treatment-run1-1-4-1782564941528-1gbrd2mv,/api/v1/infer,5216.0,200,,full,False,,,,2026-06-27 12:55:46.750670+00:00,A3,treatment,1,success,success,success,"vision,ocr,asr",
8443,71,req-A3-treatment-run1-2-0-1782564946623-113u2xhc,req-A3-treatment-run1-2-0-1782564946623-113u2xhc,/api/v1/infer,5386.0,200,,full,False,,,,2026-06-27 12:55:52.015730+00:00,A3,treatment,1,success,success,success,"vision,ocr,asr",
8444,71,req-A3-treatment-run1-1-5-1782564947755-lqrp1eyd,req-A3-treatment-run1-1-5-1782564947755-lqrp1eyd,/api/v1/infer,9372.0,200,,full,False,,,,2026-06-27 12:55:57.133932+00:00,A3,treatment,1,success,success,success,"vision,ocr,asr",
8445,71,req-A3-treatment-run1-2-1-1782564953019-fo6ayuqd,req-A3-treatment-run1-2-1-1782564953019-fo6ayuqd,/api/v1/infer,9302.0,200,,full,False,,,,2026-06-27 12:56:02.331636+00:00,A3,treatment,1,success,success,success,"vision,ocr,asr",
8446,71,req-A3-treatment-run1-1-6-1782564958138-mkrecxc5,req-A3-treatment-run1-1-6-1782564958138-mkrecxc5,/api/v1/infer,9672.0,200,,full,False,,,,2026-06-27 12:56:07.814957+00:00,A3,treatment,1,success,success,success,"vision,ocr,asr",
8447,71,req-A3-treatment-run1-2-2-1782564963336-cojrdrbg,req-A3-treatment-run1-2-2-1782564963336-cojrdrbg,/api/v1/infer,9685.0,200,,full,False,,,,2026-06-27 12:56:13.025602+00:00,A3,treatment,1,success,success,success,"vision,ocr,asr",
8448,71,req-A3-treatment-run1-1-7-1782564968819-tu98ctdd,req-A3-treatment-run1-1-7-1782564968819-tu98ctdd,/api/v1/infer,9301.0,200,,full,False,,,,2026-06-27 12:56:18.128585+00:00,A3,treatment,1,success,success,success,"vision,ocr,asr",
8449,71,req-A3-treatment-run1-2-3-1782564974030-81ievoqh,req-A3-treatment-run1-2-3-1782564974030-81ievoqh,/api/v1/infer,9292.0,200,,full,False,,,,2026-06-27 12:56:23.328553+00:00,A3,treatment,1,success,success,success,"vision,ocr,asr",
